Date,.SPX,SMA_200,bear_market,year_month,GPN.N,CINF.OQ,K.N,LEN.N,JBHT.OQ,DG.N,VMC.N,FRT.N,PODD.OQ,FANG.OQ,WY.N,AWK.N,GDDY.N,PCG.N,VRSK.OQ,TJX.N,PSX.N,REG.OQ,HOLX.OQ,BKR.OQ,NRG.N,MKTX.OQ,BDX.N,HUBB.N,TMUS.OQ,ABT.N,IRM.N,CAT.N,ESS.N,PFE.N,ODFL.OQ,COIN.OQ,DOC.N,AOS.N,AJG.N,VLTO.N,HLT.N,AVB.N,AEE.N,ARE.N,DPZ.OQ,PCAR.OQ,HAS.OQ,TDY.N,TRV.N,CB.N,POOL.OQ,HD.N,ORLY.OQ,COST.OQ,GPN.N,CINF.OQ,K.N,LEN.N,JBHT.OQ,DG.N,VMC.N,FRT.N,PODD.OQ,FANG.OQ,WY.N,AWK.N,GDDY.N,PCG.N,VRSK.OQ,TJX.N,PSX.N,REG.OQ,HOLX.OQ,BKR.OQ,NRG.N,MKTX.OQ,BDX.N,HUBB.N,TMUS.OQ,ABT.N,IRM.N,CAT.N,ESS.N,PFE.N,ODFL.OQ,COIN.OQ,DOC.N,AOS.N,AJG.N,VLTO.N,HLT.N,AVB.N,AEE.N,ARE.N,DPZ.OQ,PCAR.OQ,HAS.OQ,TDY.N,TRV.N,CB.N,POOL.OQ,HD.N,ORLY.OQ,COST.OQ,GPN.N,CINF.OQ,K.N,LEN.N,JBHT.OQ,DG.N,VMC.N,FRT.N,PODD.OQ,FANG.OQ,WY.N,AWK.N,GDDY.N,PCG.N,VRSK.OQ,TJX.N,PSX.N,REG.OQ,HOLX.OQ,BKR.OQ,NRG.N,MKTX.OQ,BDX.N,HUBB.N,TMUS.OQ,ABT.N,IRM.N,CAT.N,ESS.N,PFE.N,ODFL.OQ,COIN.OQ,DOC.N,AOS.N,AJG.N,VLTO.N,HLT.N,AVB.N,AEE.N,ARE.N,DPZ.OQ,PCAR.OQ,HAS.OQ,TDY.N,TRV.N,CB.N,POOL.OQ,HD.N,ORLY.OQ,COST.OQ,,,GPN.N,CINF.OQ,K.N,LEN.N,JBHT.OQ,DG.N,VMC.N,FRT.N,PODD.OQ,FANG.OQ,WY.N,AWK.N,GDDY.N,PCG.N,VRSK.OQ,TJX.N,PSX.N,REG.OQ,HOLX.OQ,BKR.OQ,NRG.N,MKTX.OQ,BDX.N,HUBB.N,TMUS.OQ,ABT.N,IRM.N,CAT.N,ESS.N,PFE.N,ODFL.OQ,COIN.OQ,DOC.N,AOS.N,AJG.N,VLTO.N,HLT.N,AVB.N,AEE.N,ARE.N,DPZ.OQ,PCAR.OQ,HAS.OQ,TDY.N,TRV.N,CB.N,POOL.OQ,HD.N,ORLY.OQ,COST.OQ
28/02/23,3970.15,3937.86255,FALSE,2023-02,112.2,120.7,61.8734802,93.56180078,180.79,216.3,180.91,106.78,276.36,140.58,31.11753125,140.38,75.71,15.62,171.11,76.6,102.56,62.9,79.64,30.6,32.79,341.45,234.55,251.54,142.18,101.72,52.75,239.55,228.06,40.57,169.63,64.83,24.06,65.63,187.35,84.56,144.51,172.52,82.71,149.78,294.01,72.2,55.01,430.07,185.12,211.02,356.86,296.54,55.3402767,473.4142577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 32,050.74 "," 31,489.62 "," 61,161.87 "," 11,410.35 "," 54,465.31 "," 34,120.16 "," 48,245.54 "," 9,842.83 "," 50,462.05 "," 27,723.48 "," 49,331.44 "," 11,999.10 "," 41,050.32 "," 30,744.65 "," 14,586.44 "," 5,790.28 "," 64,947.04 "," 46,518.48 ", 269.55 ," 26,216.50 "," 59,832.43 "," 43,687.06 "," 41,105.12 "," 36,965.74 "," 24,833.65 "," 7,990.25 "," 39,306.01 "," 49,131.73 "," 20,488.99 "," 16,912.85 "," 38,662.82 "," 22,842.24 "," 22,158.47 "," 20,009.86 "," 13,697.14 "," 3,864.95 "," 21,092.96 "," 38,074.64 "," 55,690.95 "," 32,715.43 "," 17,071.98 "," 59,369.48 "," 50,218.23 "," 21,199.58 "," 57,937.12 "," 27,279.28 "," 38,105.25 "," 54,326.02 "," 21,110.07 "," 8,001.99 ", FALSE ," 1,616,108.02 ", 285.66 , 260.89 , 988.50 , 121.96 , 301.26 , 157.74 , 266.68 , 92.18 , 182.60 , 197.21 ," 1,585.33 ", 85.48 , 542.20 ," 1,968.29 ", 85.25 , 75.59 , 633.26 , 739.56 , 3.38 , 856.75 ," 1,824.72 ", 127.95 , 175.25 , 146.96 , 174.66 , 78.55 , 745.14 , 205.10 , 89.84 , 416.88 , 227.92 , 352.34 , 920.97 , 304.89 , 73.11 , 45.71 , 145.96 , 220.70 , 673.33 , 218.42 , 58.07 , 822.29 , 912.89 , 49.29 , 312.97 , 129.27 , 106.78 , 183.20 , 381.46 , 16.90 
31/03/23,4109.31,3937.01625,FALSE,2023-03,105.24,112.08,62.8305768,101.6568212,175.46,210.46,171.56,98.83,318.96,135.17,30.00227893,146.49,77.72,16.17,191.86,78.36,101.38,61.18,80.7,28.86,34.29,391.29,247.54,243.31,144.84,101.26,52.91,228.84,209.14,40.8,170.42,67.57,21.97,69.15,191.31,84.56,140.87,168.06,86.39,125.59,329.87,73.2,53.69,447.36,171.41,194.18,342.44,295.12,56.59894966,485.8220956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 30,062.57 "," 29,240.73 "," 62,107.96 "," 12,397.57 "," 52,859.58 "," 33,198.93 "," 45,752.06 "," 9,110.01 "," 58,240.61 "," 26,656.59 "," 47,563.40 "," 12,521.35 "," 42,140.15 "," 31,827.21 "," 16,355.29 "," 5,923.32 "," 64,199.80 "," 45,246.43 ", 273.13 ," 24,725.75 "," 62,569.50 "," 50,063.87 "," 43,381.63 "," 35,756.28 "," 25,298.25 "," 7,954.12 "," 39,425.23 "," 46,935.10 "," 18,789.21 "," 17,008.74 "," 38,842.88 "," 23,807.66 "," 20,233.65 "," 21,083.07 "," 13,986.65 "," 3,864.95 "," 20,561.66 "," 37,090.33 "," 58,168.80 "," 27,431.77 "," 19,154.23 "," 60,191.77 "," 49,013.21 "," 22,051.86 "," 53,646.29 "," 25,102.32 "," 36,565.49 "," 54,065.87 "," 21,590.20 "," 8,211.72 ", FALSE ," 1,612,248.77 ", 285.66 , 260.89 , 988.50 , 121.96 , 301.26 , 157.74 , 266.68 , 92.18 , 182.60 , 197.21 ," 1,585.33 ", 85.48 , 542.20 ," 1,968.29 ", 85.25 , 75.59 , 633.26 , 739.56 , 3.38 , 856.75 ," 1,824.72 ", 127.95 , 175.25 , 146.96 , 174.66 , 78.55 , 745.14 , 205.10 , 89.84 , 416.88 , 227.92 , 352.34 , 920.97 , 304.89 , 73.11 , 45.71 , 145.96 , 220.70 , 673.33 , 218.42 , 58.07 , 822.29 , 912.89 , 49.29 , 312.97 , 129.27 , 106.78 , 183.20 , 381.46 , 16.90 
28/04/23,4169.48,3965.41875,FALSE,2023-04,112.71,106.44,65.4672841,109.1038531,175.29,221.46,175.12,98.89,318.04,142.2,29.78321151,148.25,75.68,17.11,194.11,78.82,99,61.43,86.01,29.24,34.17,318.37,264.31,269.32,143.9,110.47,55.24,218.8,219.73,38.89,160.195,53.79,21.97,68.29,208.06,84.56,144.02,180.37,88.97,124.18,317.47,74.69,59.22,414.4,181.14,201.56,351.32,300.54,61.15430577,492.0309033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 32,196.42 "," 27,769.30 "," 64,714.34 "," 13,305.78 "," 52,808.36 "," 34,934.12 "," 46,701.45 "," 9,115.54 "," 58,072.62 "," 28,042.96 "," 47,216.11 "," 12,671.79 "," 41,034.05 "," 33,677.40 "," 16,547.09 "," 5,958.09 "," 62,692.64 "," 45,431.32 ", 291.11 ," 25,051.32 "," 62,350.54 "," 40,734.07 "," 46,320.59 "," 39,578.65 "," 25,134.07 "," 8,677.57 "," 41,161.40 "," 44,875.90 "," 19,740.62 "," 16,212.49 "," 36,512.35 "," 18,952.40 "," 20,233.65 "," 20,820.87 "," 15,211.24 "," 3,864.95 "," 21,021.44 "," 39,807.11 "," 59,905.98 "," 27,123.80 "," 18,434.21 "," 61,416.99 "," 54,061.51 "," 20,427.15 "," 56,691.49 "," 26,056.36 "," 37,513.69 "," 55,058.81 "," 23,327.89 "," 8,316.66 ", FALSE ," 1,627,776.30 ", 285.66 , 260.89 , 988.50 , 121.96 , 301.26 , 157.74 , 266.68 , 92.18 , 182.60 , 197.21 ," 1,585.33 ", 85.48 , 542.20 ," 1,968.29 ", 85.25 , 75.59 , 633.26 , 739.56 , 3.38 , 856.75 ," 1,824.72 ", 127.95 , 175.25 , 146.96 , 174.66 , 78.55 , 745.14 , 205.10 , 89.84 , 416.88 , 227.92 , 352.34 , 920.97 , 304.89 , 73.11 , 45.71 , 145.96 , 220.70 , 673.33 , 218.42 , 58.07 , 822.29 , 912.89 , 49.29 , 312.97 , 129.27 , 106.78 , 183.20 , 381.46 , 16.90 
31/05/23,4179.83,3973.57355,FALSE,2023-05,97.69,96.5,62.6522941,103.6007866,166.97,201.09,195.5,88.2,274.25,127.15,28.53851026,144.45,73.38,16.94,219.11,76.79,91.61,56.27,78.89,27.25,33.79,272.41,241.76,282.46,137.25,102,53.42,205.75,216.06,38.02,155.22,62.2,19.96,63.94,200.33,84.56,136.12,173.98,81.07,113.46,289.85,68.78,59.35,388.65,169.24,185.8,316.23,283.45,60.22096777,500.1854634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 27,905.85 "," 25,176.04 "," 61,931.73 "," 12,634.65 "," 50,301.85 "," 31,720.87 "," 52,136.44 "," 8,130.15 "," 50,076.77 "," 25,074.98 "," 45,242.85 "," 12,346.98 "," 39,786.98 "," 33,342.79 "," 18,678.24 "," 5,804.64 "," 58,012.86 "," 41,615.18 ", 267.01 ," 23,346.39 "," 61,657.15 "," 34,853.69 "," 42,368.68 "," 41,509.68 "," 23,972.55 "," 8,012.24 "," 39,805.25 "," 42,199.34 "," 19,410.90 "," 15,849.81 "," 35,378.42 "," 21,915.59 "," 18,382.51 "," 19,494.60 "," 14,646.10 "," 3,864.95 "," 19,868.34 "," 38,396.86 "," 54,586.69 "," 24,782.30 "," 16,830.43 "," 56,557.24 "," 54,180.18 "," 19,157.85 "," 52,967.14 "," 24,019.01 "," 33,766.81 "," 51,927.93 "," 22,971.86 "," 8,454.50 ", FALSE ," 1,545,321.87 ", 285.66 , 260.89 , 988.50 , 121.96 , 301.26 , 157.74 , 266.68 , 92.18 , 182.60 , 197.21 ," 1,585.33 ", 85.48 , 542.20 ," 1,968.29 ", 85.25 , 75.59 , 633.26 , 739.56 , 3.38 , 856.75 ," 1,824.72 ", 127.95 , 175.25 , 146.96 , 174.66 , 78.55 , 745.14 , 205.10 , 89.84 , 416.88 , 227.92 , 352.34 , 920.97 , 304.89 , 73.11 , 45.71 , 145.96 , 220.70 , 673.33 , 218.42 , 58.07 , 822.29 , 912.89 , 49.29 , 312.97 , 129.27 , 106.78 , 183.20 , 381.46 , 16.90 
30/06/23,4450.38,4002.09985,FALSE,2023-06,98.52,97.32,63.243442,121.1931906,181.03,169.78,225.44,96.77,288.34,131.36,33.36795111,142.75,75.13,17.28,226.03,84.79,95.38,61.77,80.97,31.61,37.39,261.42,264.01,331.56,138.9,109.02,56.82,246.05,234.3,36.68,184.875,71.55,20.1,72.78,219.57,84.56,145.55,189.27,81.67,113.49,336.99,83.65,64.77,411.11,173.66,192.56,374.64,310.64,63.6869851,526.4091207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 28,142.95 "," 25,389.97 "," 62,516.08 "," 14,780.14 "," 54,537.61 "," 26,781.88 "," 60,120.92 "," 8,920.12 "," 52,649.54 "," 25,905.23 "," 52,899.09 "," 12,201.67 "," 40,735.84 "," 34,012.01 "," 19,268.15 "," 6,409.37 "," 60,400.24 "," 45,682.77 ", 274.05 ," 27,081.81 "," 68,226.12 "," 33,447.56 "," 46,268.01 "," 48,725.30 "," 24,260.75 "," 8,563.67 "," 42,338.72 "," 50,464.88 "," 21,049.59 "," 15,291.19 "," 42,137.52 "," 25,209.97 "," 18,511.44 "," 22,189.82 "," 16,052.74 "," 3,864.95 "," 21,244.76 "," 41,771.32 "," 54,990.69 "," 24,788.85 "," 19,567.66 "," 68,784.72 "," 59,128.06 "," 20,264.98 "," 54,350.47 "," 24,892.90 "," 40,003.79 "," 56,909.13 "," 24,294.00 "," 8,897.75 ", FALSE ," 1,665,200.76 ", 285.66 , 260.89 , 988.50 , 121.96 , 301.26 , 157.74 , 266.68 , 92.18 , 182.60 , 197.21 ," 1,585.33 ", 85.48 , 542.20 ," 1,968.29 ", 85.25 , 75.59 , 633.26 , 739.56 , 3.38 , 856.75 ," 1,824.72 ", 127.95 , 175.25 , 146.96 , 174.66 , 78.55 , 745.14 , 205.10 , 89.84 , 416.88 , 227.92 , 352.34 , 920.97 , 304.89 , 73.11 , 45.71 , 145.96 , 220.70 , 673.33 , 218.42 , 58.07 , 822.29 , 912.89 , 49.29 , 312.97 , 129.27 , 106.78 , 183.20 , 381.46 , 16.90 
31/07/23,4588.96,4078.89155,FALSE,2023-07,110.25,107.58,62.7648937,122.663254,203.94,168.86,220.5,101.52,276.75,147.32,33.91561966,147.43,77.09,17.61,228.94,86.53,111.55,65.53,79.42,35.79,37.99,269.22,278.62,312,137.77,111.33,61.4,265.17,243.55,36.06,209.745,98.61,21.83,72.63,214.8,84.56,155.49,188.65,85.67,125.68,396.74,86.13,64.56,384.53,172.61,204.41,384.74,333.84,61.71964193,548.2035026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 31,493.71 "," 28,066.72 "," 62,043.03 "," 14,959.42 "," 61,439.54 "," 26,636.76 "," 58,803.50 "," 9,357.97 "," 50,533.26 "," 29,052.66 "," 53,767.33 "," 12,601.70 "," 41,798.56 "," 34,661.54 "," 19,516.21 "," 6,540.90 "," 70,640.04 "," 48,463.52 ", 268.80 ," 30,663.02 "," 69,320.95 "," 34,445.54 "," 48,828.43 "," 45,850.81 "," 24,063.38 "," 8,745.13 "," 45,751.45 "," 54,386.39 "," 21,880.61 "," 15,032.72 "," 47,806.00 "," 34,744.31 "," 20,104.72 "," 22,144.09 "," 15,704.00 "," 3,864.95 "," 22,695.63 "," 41,634.49 "," 57,684.00 "," 27,451.43 "," 23,037.10 "," 70,824.01 "," 58,936.35 "," 18,954.76 "," 54,021.85 "," 26,424.79 "," 41,082.26 "," 61,159.36 "," 23,543.54 "," 9,266.13 ", FALSE ," 1,740,697.38 ", 285.66 , 260.89 , 988.50 , 121.96 , 301.26 , 157.74 , 266.68 , 92.18 , 182.60 , 197.21 ," 1,585.33 ", 85.48 , 542.20 ," 1,968.29 ", 85.25 , 75.59 , 633.26 , 739.56 , 3.38 , 856.75 ," 1,824.72 ", 127.95 , 175.25 , 146.96 , 174.66 , 78.55 , 745.14 , 205.10 , 89.84 , 416.88 , 227.92 , 352.34 , 920.97 , 304.89 , 73.11 , 45.71 , 145.96 , 220.70 , 673.33 , 218.42 , 58.07 , 822.29 , 912.89 , 49.29 , 312.97 , 129.27 , 106.78 , 183.20 , 381.46 , 16.90 
31/08/23,4507.66,4157.24765,FALSE,2023-08,126.69,105.79,57.2568966,115.1775362,187.88,138.5,218.25,97.94,191.71,151.78,32.61117275,138.74,72.51,16.3,242.22,92.48,114.16,62.2,74.74,36.19,37.55,240.93,279.45,326.05,136.25,102.9,63.54,281.13,238.39,35.38,213.685,79.6,20.58,72.5,230.48,84.56,148.65,183.82,79.27,116.34,387.4,82.29,72,418.3,161.23,200.87,365.6,330.3,62.6469799,537.0667592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 36,189.91 "," 27,599.72 "," 56,598.38 "," 14,046.50 "," 56,601.26 "," 21,847.63 "," 58,203.47 "," 9,027.97 "," 35,005.35 "," 29,932.21 "," 51,699.35 "," 11,858.91 "," 39,315.26 "," 32,083.09 "," 20,648.28 "," 6,990.66 "," 72,292.85 "," 46,000.78 ", 252.96 ," 31,005.72 "," 68,518.08 "," 30,825.96 "," 48,973.89 "," 47,915.56 "," 23,797.89 "," 8,082.94 "," 47,346.04 "," 57,659.79 "," 21,417.04 "," 14,749.24 "," 48,704.02 "," 28,046.31 "," 18,953.51 "," 22,104.45 "," 16,850.37 "," 3,864.95 "," 21,697.25 "," 40,568.52 "," 53,374.70 "," 25,411.36 "," 22,494.77 "," 67,666.41 "," 65,728.28 "," 20,619.40 "," 50,460.25 "," 25,967.16 "," 39,038.50 "," 60,510.84 "," 23,897.28 "," 9,077.89 ", FALSE ," 1,691,522.91 ", 285.66 , 260.89 , 988.50 , 121.96 , 301.26 , 157.74 , 266.68 , 92.18 , 182.60 , 197.21 ," 1,585.33 ", 85.48 , 542.20 ," 1,968.29 ", 85.25 , 75.59 , 633.26 , 739.56 , 3.38 , 856.75 ," 1,824.72 ", 127.95 , 175.25 , 146.96 , 174.66 , 78.55 , 745.14 , 205.10 , 89.84 , 416.88 , 227.92 , 352.34 , 920.97 , 304.89 , 73.11 , 45.71 , 145.96 , 220.70 , 673.33 , 218.42 , 58.07 , 822.29 , 912.89 , 49.29 , 312.97 , 129.27 , 106.78 , 183.20 , 381.46 , 16.90 
29/09/23,4288.05,4199.4622,FALSE,2023-09,115.39,102.29,55.8400183,108.5429078,188.52,105.8,202.02,90.63,159.49,154.88,30.53003226,123.83,74.48,16.13,236.24,88.88,120.15,59.44,69.4,35.32,38.52,213.64,258.53,313.41,140.05,96.85,59.45,273,212.09,33.17,204.57,75.08,18.36,66.13,227.93,84.56,150.18,171.74,74.83,100.1,378.79,85.02,66.14,408.58,163.31,208.18,356.1,302.16,60.59096962,552.3981144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 32,961.99 "," 26,686.60 "," 55,197.80 "," 13,237.37 "," 56,794.07 "," 16,689.38 "," 53,875.21 "," 8,354.15 "," 29,122.13 "," 30,543.55 "," 48,400.07 "," 10,584.47 "," 40,383.41 "," 31,748.48 "," 20,138.51 "," 6,718.54 "," 76,086.07 "," 43,959.59 ", 234.89 ," 30,260.35 "," 70,288.05 "," 27,334.32 "," 45,307.64 "," 46,058.02 "," 24,461.61 "," 7,607.70 "," 44,298.43 "," 55,992.32 "," 19,054.24 "," 13,827.94 "," 46,626.49 "," 26,453.73 "," 16,908.96 "," 20,162.31 "," 16,663.94 "," 3,864.95 "," 21,920.57 "," 37,902.50 "," 50,385.13 "," 21,864.16 "," 21,994.82 "," 69,911.26 "," 60,378.72 "," 20,140.27 "," 51,111.23 "," 26,912.15 "," 38,024.10 "," 55,355.60 "," 23,113.00 "," 9,337.03 ", FALSE ," 1,625,237.79 ", 285.66 , 260.89 , 988.50 , 121.96 , 301.26 , 157.74 , 266.68 , 92.18 , 182.60 , 197.21 ," 1,585.33 ", 85.48 , 542.20 ," 1,968.29 ", 85.25 , 75.59 , 633.26 , 739.56 , 3.38 , 856.75 ," 1,824.72 ", 127.95 , 175.25 , 146.96 , 174.66 , 78.55 , 745.14 , 205.10 , 89.84 , 416.88 , 227.92 , 352.34 , 920.97 , 304.89 , 73.11 , 45.71 , 145.96 , 220.70 , 673.33 , 218.42 , 58.07 , 822.29 , 912.89 , 49.29 , 312.97 , 129.27 , 106.78 , 183.20 , 381.46 , 16.90 
31/10/23,4193.8,4242.1325,TRUE,2023-10,106.22,99.67,50.47,103.175242,171.87,119.04,196.49,91.19,132.57,160.32,28.56838309,117.65,73.23,16.3,227.36,88.07,114.07,60.26,66.17,34.42,42.38,213.75,252.78,270.1,143.86,94.55,59.07,226.05,213.92,30.56,188.33,77.12,15.55,69.76,235.49,69,151.53,165.74,75.71,93.13,338.99,82.53,45.15,374.59,167.44,214.62,315.77,284.69,62.02964348,540.1564966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 30,342.51 "," 26,003.07 "," 49,889.54 "," 12,582.75 "," 51,778.04 "," 18,777.92 "," 52,400.46 "," 8,405.77 "," 24,206.67 "," 31,616.36 "," 45,290.21 "," 10,056.23 "," 39,705.65 "," 32,083.09 "," 19,381.52 "," 6,657.31 "," 72,235.85 "," 44,566.03 ", 223.96 ," 29,489.28 "," 77,331.45 "," 27,348.39 "," 44,299.94 "," 39,693.28 "," 25,127.08 "," 7,427.04 "," 44,015.28 "," 46,362.88 "," 19,218.65 "," 12,739.88 "," 42,925.00 "," 27,172.51 "," 14,321.04 "," 21,269.06 "," 17,216.65 "," 3,153.76 "," 22,117.62 "," 36,578.32 "," 50,977.66 "," 20,341.75 "," 19,683.79 "," 67,863.76 "," 41,217.11 "," 18,464.79 "," 52,403.80 "," 27,744.67 "," 33,717.69 "," 52,155.10 "," 23,661.79 "," 9,130.12 ", TRUE ," 1,551,372.03 ", 285.66 , 260.89 , 988.50 , 121.96 , 301.26 , 157.74 , 266.68 , 92.18 , 182.60 , 197.21 ," 1,585.33 ", 85.48 , 542.20 ," 1,968.29 ", 85.25 , 75.59 , 633.26 , 739.56 , 3.38 , 856.75 ," 1,824.72 ", 127.95 , 175.25 , 146.96 , 174.66 , 78.55 , 745.14 , 205.10 , 89.84 , 416.88 , 227.92 , 352.34 , 920.97 , 304.89 , 73.11 , 45.71 , 145.96 , 220.70 , 673.33 , 218.42 , 58.07 , 822.29 , 912.89 , 49.29 , 312.97 , 129.27 , 106.78 , 183.20 , 381.46 , 16.90 
30/11/23,4567.8,4283.72215,FALSE,2023-11,116.44,102.79,52.54,123.7174442,185.27,131.12,213.56,95.59,189.09,154.41,31.21710735,131.84,100.06,17.17,241.43,88.11,128.89,62.78,71.3,33.75,47.84,240.12,236.18,300,150.45,104.29,64.15,250.72,213.46,30.47,194.53,124.72,17.32,75.36,249,77.25,167.52,172.94,77.59,109.4,392.89,91.82,46.41,402.96,180.62,229.43,347.32,313.49,65.49232746,579.5604261,0.019179662,0.017583665,0.037889952,0.007194281,0.033924777,0.021949375,0.029122115,0.006123738,0.031250022,0.017164401,0.031522716,0.007967547,0.026525274,0.018641482,0.009230784,0.003685845,0.037822231,0.029352115,0.000164044,0.016197759,0.037193752,0.027729549,0.026329024,0.020037887,0.015534083,0.005172583,0.024225055,0.030821988,0.012097875,0.010965684,0.022621047,0.012273398,0.015074943,0.012294905,0.008523267,0.00230218,0.012614555,0.02332613,0.034841047,0.020913058,0.012209316,0.035693544,0.032174817,0.012457043,0.035629066,0.01751727,0.024526186,0.035374651,0.012002483,0.005031829," 29,754.79 "," 27,278.81 "," 58,781.41 "," 11,161.01 "," 52,629.95 "," 34,051.65 "," 45,179.24 "," 9,500.20 "," 48,480.41 "," 26,628.37 "," 48,903.46 "," 12,360.63 "," 41,150.57 "," 28,919.87 "," 14,320.38 "," 5,718.12 "," 58,676.35 "," 45,536.05 ", 254.49 ," 25,128.75 "," 57,701.35 "," 43,018.85 "," 40,846.11 "," 31,086.22 "," 24,099.14 "," 8,024.60 "," 37,582.07 "," 47,816.37 "," 18,768.30 "," 17,011.86 "," 35,093.66 "," 19,040.61 "," 23,386.85 "," 19,073.97 "," 13,222.76 "," 3,571.54 "," 19,569.87 "," 36,187.50 "," 54,051.43 "," 32,443.93 "," 18,941.19 "," 55,373.97 "," 49,915.11 "," 19,325.51 "," 55,273.94 "," 27,175.80 "," 38,049.24 "," 54,879.24 "," 18,620.32 "," 7,806.24 ", FALSE ," 1,551,372.03 ", 255.54 , 265.38 ," 1,118.79 ", 90.21 , 284.07 , 259.70 , 211.55 , 99.38 , 256.39 , 172.45 ," 1,566.56 ", 93.75 , 411.26 ," 1,684.33 ", 59.31 , 64.90 , 455.24 , 725.33 , 3.57 , 744.56 ," 1,206.13 ", 179.16 , 172.94 , 103.62 , 160.18 , 76.95 , 585.85 , 190.72 , 87.92 , 558.31 , 180.40 , 152.67 ," 1,350.28 ", 253.10 , 53.10 , 46.23 , 116.82 , 209.25 , 696.63 , 296.56 , 48.21 , 603.07 ," 1,075.52 ", 47.96 , 306.02 , 118.45 , 109.55 , 175.06 , 284.31 , 13.47 
29/12/23,4769.83,4353.76575,FALSE,2023-12,127,103.46,55.91,144.1435889,199.74,135.95,227.01,103.05,216.98,155.08,34.62260997,131.99,106.16,18.03,238.86,93.81,133.14,67,71.45,34.18,51.7,292.85,243.83,328.93,160.33,110.07,69.98,295.67,247.94,28.79,202.665,173.92,19.8,82.44,224.88,82.26,182.09,187.22,72.34,126.77,412.23,97.65,51.06,446.29,190.49,226,398.71,346.55,63.33898336,660.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 32,453.27 "," 27,456.61 "," 62,551.75 "," 13,003.72 "," 56,740.47 "," 35,305.99 "," 48,024.62 "," 10,241.61 "," 55,631.07 "," 26,743.92 "," 54,238.38 "," 12,374.69 "," 43,659.25 "," 30,368.39 "," 14,167.94 "," 6,088.03 "," 60,611.14 "," 48,596.93 ", 255.03 ," 25,448.91 "," 62,357.02 "," 52,465.72 "," 42,169.14 "," 34,083.97 "," 25,681.72 "," 8,469.34 "," 40,997.56 "," 56,389.06 "," 21,799.93 "," 16,073.89 "," 36,561.23 "," 26,551.82 "," 26,735.54 "," 20,865.95 "," 11,941.90 "," 3,803.17 "," 21,271.95 "," 39,175.58 "," 50,394.13 "," 37,595.22 "," 19,873.57 "," 58,889.87 "," 54,916.30 "," 21,403.57 "," 58,294.39 "," 26,769.52 "," 43,679.06 "," 60,666.69 "," 18,008.09 "," 8,890.78 ", FALSE ," 1,670,737.40 ", 255.54 , 265.38 ," 1,118.79 ", 90.21 , 284.07 , 259.70 , 211.55 , 99.38 , 256.39 , 172.45 ," 1,566.56 ", 93.75 , 411.26 ," 1,684.33 ", 59.31 , 64.90 , 455.24 , 725.33 , 3.57 , 744.56 ," 1,206.13 ", 179.16 , 172.94 , 103.62 , 160.18 , 76.95 , 585.85 , 190.72 , 87.92 , 558.31 , 180.40 , 152.67 ," 1,350.28 ", 253.10 , 53.10 , 46.23 , 116.82 , 209.25 , 696.63 , 296.56 , 48.21 , 603.07 ," 1,075.52 ", 47.96 , 306.02 , 118.45 , 109.55 , 175.06 , 284.31 , 13.47 
