Date,.SPX,SMA_200,bear_market,year_month,GPN.N,CINF.OQ,K.N,LEN.N,JBHT.OQ,DG.N,VMC.N,FRT.N,PODD.OQ,FANG.OQ,WY.N,AWK.N,GDDY.N,PCG.N,VRSK.OQ,TJX.N,PSX.N,REG.OQ,HOLX.OQ,BKR.OQ,NRG.N,MKTX.OQ,BDX.N,HUBB.N,TMUS.OQ,ABT.N,IRM.N,CAT.N,ESS.N,PFE.N,ODFL.OQ,COIN.OQ,DOC.N,AOS.N,AJG.N,VLTO.N,HLT.N,AVB.N,AEE.N,ARE.N,DPZ.OQ,PCAR.OQ,HAS.OQ,TDY.N,TRV.N,CB.N,POOL.OQ,HD.N,ORLY.OQ,COST.OQ,GPN.N,CINF.OQ,K.N,LEN.N,JBHT.OQ,DG.N,VMC.N,FRT.N,PODD.OQ,FANG.OQ,WY.N,AWK.N,GDDY.N,PCG.N,VRSK.OQ,TJX.N,PSX.N,REG.OQ,HOLX.OQ,BKR.OQ,NRG.N,MKTX.OQ,BDX.N,HUBB.N,TMUS.OQ,ABT.N,IRM.N,CAT.N,ESS.N,PFE.N,ODFL.OQ,COIN.OQ,DOC.N,AOS.N,AJG.N,VLTO.N,HLT.N,AVB.N,AEE.N,ARE.N,DPZ.OQ,PCAR.OQ,HAS.OQ,TDY.N,TRV.N,CB.N,POOL.OQ,HD.N,ORLY.OQ,COST.OQ,GPN.N,CINF.OQ,K.N,LEN.N,JBHT.OQ,DG.N,VMC.N,FRT.N,PODD.OQ,FANG.OQ,WY.N,AWK.N,GDDY.N,PCG.N,VRSK.OQ,TJX.N,PSX.N,REG.OQ,HOLX.OQ,BKR.OQ,NRG.N,MKTX.OQ,BDX.N,HUBB.N,TMUS.OQ,ABT.N,IRM.N,CAT.N,ESS.N,PFE.N,ODFL.OQ,COIN.OQ,DOC.N,AOS.N,AJG.N,VLTO.N,HLT.N,AVB.N,AEE.N,ARE.N,DPZ.OQ,PCAR.OQ,HAS.OQ,TDY.N,TRV.N,CB.N,POOL.OQ,HD.N,ORLY.OQ,COST.OQ,,,GPN.N,CINF.OQ,K.N,LEN.N,JBHT.OQ,DG.N,VMC.N,FRT.N,PODD.OQ,FANG.OQ,WY.N,AWK.N,GDDY.N,PCG.N,VRSK.OQ,TJX.N,PSX.N,REG.OQ,HOLX.OQ,BKR.OQ,NRG.N,MKTX.OQ,BDX.N,HUBB.N,TMUS.OQ,ABT.N,IRM.N,CAT.N,ESS.N,PFE.N,ODFL.OQ,COIN.OQ,DOC.N,AOS.N,AJG.N,VLTO.N,HLT.N,AVB.N,AEE.N,ARE.N,DPZ.OQ,PCAR.OQ,HAS.OQ,TDY.N,TRV.N,CB.N,POOL.OQ,HD.N,ORLY.OQ,COST.OQ
31/01/24,4845.65,4434.04155,FALSE,2024-01,133.23,110.8,54.76,144.926978,200.98,132.07,226.01,101.73,190.87,153.74,32.63108797,124.02,106.66,16.87,241.53,94.91,144.31,62.67,74.44,28.5,53.04,225.51,238.81,335.57,161.23,113.15,67.52,300.31,233.27,27.08,195.51,128.2,18.5,77.61,232.16,76.69,190.96,179.01,69.57,120.9,426.22,100.39,48.95,418.47,211.36,245,371.25,352.96,68.20367435,694.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 34,045.27 "," 29,404.53 "," 61,265.13 "," 13,074.40 "," 57,092.71 "," 34,298.36 "," 47,813.07 "," 10,110.42 "," 48,936.78 "," 26,512.83 "," 51,118.54 "," 11,627.47 "," 43,864.88 "," 28,414.58 "," 14,326.31 "," 6,159.42 "," 65,696.21 "," 45,456.26 ", 265.70 ," 21,219.83 "," 63,973.23 "," 40,401.38 "," 41,300.96 "," 34,772.01 "," 25,825.89 "," 8,706.33 "," 39,556.38 "," 57,273.99 "," 20,510.08 "," 15,119.17 "," 35,270.45 "," 19,571.89 "," 24,980.18 "," 19,643.46 "," 12,328.50 "," 3,545.65 "," 22,308.15 "," 37,457.65 "," 48,464.46 "," 35,854.40 "," 20,548.03 "," 60,542.28 "," 52,646.94 "," 20,069.35 "," 64,681.09 "," 29,020.06 "," 40,670.79 "," 61,788.82 "," 19,391.19 "," 9,359.51 ", FALSE ," 1,636,284.96 ", 255.54 , 265.38 ," 1,118.79 ", 90.21 , 284.07 , 259.70 , 211.55 , 99.38 , 256.39 , 172.45 ," 1,566.56 ", 93.75 , 411.26 ," 1,684.33 ", 59.31 , 64.90 , 455.24 , 725.33 , 3.57 , 744.56 ," 1,206.13 ", 179.16 , 172.94 , 103.62 , 160.18 , 76.95 , 585.85 , 190.72 , 87.92 , 558.31 , 180.40 , 152.67 ," 1,350.28 ", 253.10 , 53.10 , 46.23 , 116.82 , 209.25 , 696.63 , 296.56 , 48.21 , 603.07 ," 1,075.52 ", 47.96 , 306.02 , 118.45 , 109.55 , 175.06 , 284.31 , 13.47 
29/02/24,5096.27,4522.64365,FALSE,2024-02,129.7,114,55.15,153.302471,206.31,145.31,265.85,100.85,164,182.52,34.38,118.54,114.15,16.69,241.9,99.14,142.51,61.95,73.8,29.59,55.32,213.41,235.55,380.67,163.3,118.64,78.64,333.96,231.4,26.56,221.24,203.56,16.75,82.9,243.93,86.42,204.32,177.03,71.19,124.73,448.35,110.89,50.29,427.27,220.96,251.67,398.12,380.61,72.49502914,743.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 33,143.22 "," 30,253.76 "," 61,701.46 "," 13,829.98 "," 58,606.82 "," 37,736.77 "," 56,241.34 "," 10,022.96 "," 42,047.64 "," 31,476.01 "," 53,858.32 "," 11,113.69 "," 46,945.21 "," 28,111.40 "," 14,348.26 "," 6,433.94 "," 64,876.77 "," 44,934.03 ", 263.42 ," 22,031.40 "," 66,723.21 "," 38,233.60 "," 40,737.16 "," 39,445.30 "," 26,157.46 "," 9,128.76 "," 46,070.99 "," 63,691.59 "," 20,345.66 "," 14,828.84 "," 39,912.21 "," 31,076.86 "," 22,617.19 "," 20,982.38 "," 12,953.52 "," 3,995.50 "," 23,868.88 "," 37,043.33 "," 49,593.00 "," 36,990.24 "," 21,614.91 "," 66,874.53 "," 54,088.15 "," 20,491.39 "," 67,618.92 "," 29,810.11 "," 43,614.43 "," 66,629.20 "," 20,611.27 "," 10,019.63 ", FALSE ," 1,713,744.60 ", 255.54 , 265.38 ," 1,118.79 ", 90.21 , 284.07 , 259.70 , 211.55 , 99.38 , 256.39 , 172.45 ," 1,566.56 ", 93.75 , 411.26 ," 1,684.33 ", 59.31 , 64.90 , 455.24 , 725.33 , 3.57 , 744.56 ," 1,206.13 ", 179.16 , 172.94 , 103.62 , 160.18 , 76.95 , 585.85 , 190.72 , 87.92 , 558.31 , 180.40 , 152.67 ," 1,350.28 ", 253.10 , 53.10 , 46.23 , 116.82 , 209.25 , 696.63 , 296.56 , 48.21 , 603.07 ," 1,075.52 ", 47.96 , 306.02 , 118.45 , 109.55 , 175.06 , 284.31 , 13.47 
28/03/24,5254.35,4618.447,FALSE,2024-03,133.66,124.17,57.29,166.3299411,199.25,156.06,272.92,102.12,171.4,198.17,35.91,122.21,118.68,16.76,235.73,101.42,163.34,60.56,77.96,33.5,67.69,219.25,247.45,415.05,163.22,113.66,80.21,366.43,244.81,27.75,219.31,265.12,18.75,89.46,250.04,88.66,213.31,185.56,73.96,128.91,496.88,123.89,56.52,429.32,230.14,259.13,403.5,383.6,75.25904296,732.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 34,155.15 "," 32,952.71 "," 64,095.68 "," 15,005.24 "," 56,601.27 "," 40,528.52 "," 57,737.01 "," 10,149.18 "," 43,944.91 "," 34,174.89 "," 56,255.16 "," 11,457.77 "," 48,808.21 "," 28,229.30 "," 13,982.29 "," 6,581.90 "," 74,359.49 "," 43,925.82 ", 278.26 ," 24,942.61 "," 81,643.06 "," 39,279.87 "," 42,795.20 "," 43,007.78 "," 26,144.65 "," 8,745.58 "," 46,990.77 "," 69,884.14 "," 21,524.73 "," 15,493.24 "," 39,564.03 "," 40,475.03 "," 25,317.75 "," 22,642.75 "," 13,277.99 "," 4,099.06 "," 24,919.11 "," 38,828.23 "," 51,522.66 "," 38,229.87 "," 23,954.54 "," 74,714.45 "," 60,788.67 "," 20,589.70 "," 70,428.21 "," 30,693.74 "," 44,203.81 "," 67,152.63 "," 21,397.12 "," 9,867.97 ", FALSE ," 1,816,341.71 ", 255.54 , 265.38 ," 1,118.79 ", 90.21 , 284.07 , 259.70 , 211.55 , 99.38 , 256.39 , 172.45 ," 1,566.56 ", 93.75 , 411.26 ," 1,684.33 ", 59.31 , 64.90 , 455.24 , 725.33 , 3.57 , 744.56 ," 1,206.13 ", 179.16 , 172.94 , 103.62 , 160.18 , 76.95 , 585.85 , 190.72 , 87.92 , 558.31 , 180.40 , 152.67 ," 1,350.28 ", 253.10 , 53.10 , 46.23 , 116.82 , 209.25 , 696.63 , 296.56 , 48.21 , 603.07 ," 1,075.52 ", 47.96 , 306.02 , 118.45 , 109.55 , 175.06 , 284.31 , 13.47 
30/04/24,5035.69,4695.6116,FALSE,2024-04,122.77,115.69,57.86,146.6388281,162.57,139.19,257.63,104.17,171.94,201.13,30.17,122.32,122.38,17.11,217.96,94.09,143.21,59.22,75.77,32.62,72.67,200.09,234.6,370.52,164.17,105.97,77.52,334.57,246.25,25.62,181.71,203.93,18.61,82.84,234.69,93.68,197.28,189.57,73.87,115.87,529.27,106.11,61.3,381.48,212.16,248.64,362.53,334.22,67.55100442,722.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 31,372.34 "," 30,702.26 "," 64,733.39 "," 13,228.83 "," 46,181.52 "," 36,147.41 "," 54,502.37 "," 10,352.92 "," 44,083.36 "," 34,685.35 "," 47,263.10 "," 11,468.08 "," 50,329.87 "," 28,818.81 "," 12,928.26 "," 6,106.20 "," 65,195.44 "," 42,953.89 ", 270.45 ," 24,287.40 "," 87,649.60 "," 35,847.25 "," 40,572.86 "," 38,393.55 "," 26,296.82 "," 8,153.87 "," 45,414.84 "," 63,807.93 "," 21,651.34 "," 14,304.03 "," 32,780.90 "," 31,133.35 "," 25,128.71 "," 20,967.20 "," 12,462.85 "," 4,331.15 "," 23,046.46 "," 39,667.31 "," 51,459.97 "," 34,362.69 "," 25,516.06 "," 63,991.85 "," 65,929.68 "," 18,295.35 "," 64,925.91 "," 29,451.21 "," 39,715.51 "," 58,508.22 "," 19,205.62 "," 9,736.91 ", FALSE ," 1,708,320.25 ", 255.54 , 265.38 ," 1,118.79 ", 90.21 , 284.07 , 259.70 , 211.55 , 99.38 , 256.39 , 172.45 ," 1,566.56 ", 93.75 , 411.26 ," 1,684.33 ", 59.31 , 64.90 , 455.24 , 725.33 , 3.57 , 744.56 ," 1,206.13 ", 179.16 , 172.94 , 103.62 , 160.18 , 76.95 , 585.85 , 190.72 , 87.92 , 558.31 , 180.40 , 152.67 ," 1,350.28 ", 253.10 , 53.10 , 46.23 , 116.82 , 209.25 , 696.63 , 296.56 , 48.21 , 603.07 ," 1,075.52 ", 47.96 , 306.02 , 118.45 , 109.55 , 175.06 , 284.31 , 13.47 
31/05/24,5277.51,4773.8455,FALSE,2024-05,101.85,117.58,60.34,155.0820215,160.75,136.91,255.77,100.95,177.19,199.26,30.03,130.77,139.63,18.54,252.78,103.1,142.11,61.4,73.78,33.48,81,198.93,231.97,388.89,174.96,102.19,80.69,338.52,259.79,28.66,175.25,225.92,19.9,83.64,253.33,98.58,200.6,192.68,73.37,119,508.58,107.5,59.78,396.95,215.7,270.82,363.55,334.87,64.21765442,809.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 26,026.50 "," 31,203.83 "," 67,508.00 "," 13,990.52 "," 45,664.51 "," 35,555.30 "," 54,108.88 "," 10,032.90 "," 45,429.39 "," 34,362.86 "," 47,043.78 "," 12,260.31 "," 57,424.08 "," 31,227.40 "," 14,993.60 "," 6,690.93 "," 64,694.67 "," 44,535.10 ", 263.35 ," 24,927.72 "," 97,696.68 "," 35,639.43 "," 40,118.01 "," 40,297.06 "," 28,025.16 "," 7,863.02 "," 47,271.98 "," 64,561.25 "," 22,841.83 "," 16,001.31 "," 31,615.50 "," 34,490.49 "," 26,870.57 "," 21,169.68 "," 13,452.70 "," 4,557.70 "," 23,434.31 "," 40,318.08 "," 51,111.65 "," 35,290.93 "," 24,518.60 "," 64,830.12 "," 64,294.88 "," 19,037.28 "," 66,009.24 "," 32,078.41 "," 39,827.25 "," 58,622.00 "," 18,257.91 "," 10,908.60 ", FALSE ," 1,748,955.28 ", 255.54 , 265.38 ," 1,118.79 ", 90.21 , 284.07 , 259.70 , 211.55 , 99.38 , 256.39 , 172.45 ," 1,566.56 ", 93.75 , 411.26 ," 1,684.33 ", 59.31 , 64.90 , 455.24 , 725.33 , 3.57 , 744.56 ," 1,206.13 ", 179.16 , 172.94 , 103.62 , 160.18 , 76.95 , 585.85 , 190.72 , 87.92 , 558.31 , 180.40 , 152.67 ," 1,350.28 ", 253.10 , 53.10 , 46.23 , 116.82 , 209.25 , 696.63 , 296.56 , 48.21 , 603.07 ," 1,075.52 ", 47.96 , 306.02 , 118.45 , 109.55 , 175.06 , 284.31 , 13.47 
28/06/24,5460.48,4866.0874,FALSE,2024-06,96.7,118.1,57.68,144.9463209,160,132.23,248.68,100.97,201.8,200.19,28.39,129.16,139.71,17.46,269.55,110.1,141.17,62.2,74.25,35.17,77.86,200.53,233.71,365.48,176.18,103.91,89.62,333.1,272.2,27.98,176.6,222.23,19.6,81.78,259.31,95.47,218.2,206.89,71.11,116.97,516.33,102.94,58.5,387.98,203.34,255.08,307.33,344.24,70.40435202,849.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 24,710.48 "," 31,341.83 "," 64,532.01 "," 13,076.14 "," 45,451.46 "," 34,339.91 "," 52,608.97 "," 10,034.89 "," 51,739.10 "," 34,523.24 "," 44,474.63 "," 12,109.37 "," 57,456.98 "," 29,408.33 "," 15,988.31 "," 7,145.21 "," 64,266.74 "," 45,115.36 ", 265.02 ," 26,186.02 "," 93,909.43 "," 35,926.08 "," 40,418.94 "," 37,871.30 "," 28,220.58 "," 7,995.36 "," 52,503.59 "," 63,527.57 "," 23,932.97 "," 15,621.65 "," 31,859.05 "," 33,927.15 "," 26,465.48 "," 20,698.90 "," 13,770.25 "," 4,413.91 "," 25,490.36 "," 43,291.51 "," 49,537.27 "," 34,688.91 "," 24,892.22 "," 62,080.11 "," 62,918.21 "," 18,607.08 "," 62,226.79 "," 30,214.02 "," 33,668.30 "," 60,262.31 "," 20,016.87 "," 11,448.72 ", FALSE ," 1,735,178.92 ", 255.54 , 265.38 ," 1,118.79 ", 90.21 , 284.07 , 259.70 , 211.55 , 99.38 , 256.39 , 172.45 ," 1,566.56 ", 93.75 , 411.26 ," 1,684.33 ", 59.31 , 64.90 , 455.24 , 725.33 , 3.57 , 744.56 ," 1,206.13 ", 179.16 , 172.94 , 103.62 , 160.18 , 76.95 , 585.85 , 190.72 , 87.92 , 558.31 , 180.40 , 152.67 ," 1,350.28 ", 253.10 , 53.10 , 46.23 , 116.82 , 209.25 , 696.63 , 296.56 , 48.21 , 603.07 ," 1,075.52 ", 47.96 , 306.02 , 118.45 , 109.55 , 175.06 , 284.31 , 13.47 
31/07/24,5522.3,4997.19505,FALSE,2024-07,101.64,130.62,58.15,171.1173187,173.15,120.39,274.51,111.65,194.35,202.31,31.76,142.36,145.45,18.25,261.75,113.02,145.48,67.34,81.61,38.72,75.17,223.53,241.06,395.65,182.28,105.94,102.56,346.2,278.36,30.54,210.18,224.36,21.82,85.04,283.49,106.56,214.67,204.92,79.27,117.29,428.7,98.66,64.46,421.86,216.44,275.66,374.04,368.16,75.08970878,822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 25,972.84 "," 34,664.44 "," 65,057.84 "," 15,437.12 "," 49,187.00 "," 31,265.08 "," 58,073.38 "," 11,096.32 "," 49,829.01 "," 34,888.84 "," 49,753.93 "," 13,346.93 "," 59,817.61 "," 30,738.95 "," 15,525.66 "," 7,334.71 "," 66,228.84 "," 48,843.54 ", 291.29 ," 28,829.19 "," 90,664.93 "," 40,046.66 "," 41,690.08 "," 40,997.54 "," 29,197.68 "," 8,151.56 "," 60,084.45 "," 66,025.96 "," 24,474.59 "," 17,050.94 "," 37,916.96 "," 34,252.33 "," 29,463.10 "," 21,524.03 "," 15,054.30 "," 4,926.64 "," 25,077.98 "," 42,879.28 "," 55,221.76 "," 34,783.81 "," 20,667.59 "," 59,498.97 "," 69,328.34 "," 20,231.93 "," 66,235.69 "," 32,651.71 "," 40,976.44 "," 64,449.72 "," 21,348.98 "," 11,071.72 ", FALSE ," 1,822,128.19 ", 255.54 , 265.38 ," 1,118.79 ", 90.21 , 284.07 , 259.70 , 211.55 , 99.38 , 256.39 , 172.45 ," 1,566.56 ", 93.75 , 411.26 ," 1,684.33 ", 59.31 , 64.90 , 455.24 , 725.33 , 3.57 , 744.56 ," 1,206.13 ", 179.16 , 172.94 , 103.62 , 160.18 , 76.95 , 585.85 , 190.72 , 87.92 , 558.31 , 180.40 , 152.67 ," 1,350.28 ", 253.10 , 53.10 , 46.23 , 116.82 , 209.25 , 696.63 , 296.56 , 48.21 , 603.07 ," 1,075.52 ", 47.96 , 306.02 , 118.45 , 109.55 , 175.06 , 284.31 , 13.47 
30/08/24,5648.4,5127.93195,FALSE,2024-08,111.01,137.03,80.61,176.0787828,173.2,82.97,245.21,115,202.77,195.11,30.49,143.12,167.41,19.7,272.82,117.27,140.31,72.69,81.24,35.17,85.01,242.39,242.41,399.92,198.72,113.27,113.26,356.1,301.79,29.01,192.8,183.36,22.28,83.72,292.57,112.43,219.64,225.73,82.51,119.57,414.21,96.18,68.16,432.8,228.07,284.18,351.62,368.5,75.33170999,892.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 28,367.22 "," 36,365.55 "," 90,185.95 "," 15,884.72 "," 49,201.20 "," 21,547.17 "," 51,874.88 "," 11,429.26 "," 51,987.80 "," 33,647.18 "," 47,764.40 "," 13,418.18 "," 68,848.86 "," 33,181.22 "," 16,182.27 "," 7,610.53 "," 63,875.23 "," 52,724.04 ", 289.97 ," 26,186.02 "," 102,533.27 "," 43,425.53 "," 41,923.56 "," 41,440.00 "," 31,831.05 "," 8,715.57 "," 66,353.01 "," 67,914.05 "," 26,534.65 "," 16,196.72 "," 34,781.56 "," 27,992.99 "," 30,084.23 "," 21,189.93 "," 15,536.47 "," 5,198.03 "," 25,658.58 "," 47,233.75 "," 57,478.84 "," 35,459.97 "," 19,969.03 "," 58,003.36 "," 73,307.78 "," 20,756.60 "," 69,794.74 "," 33,660.90 "," 38,520.31 "," 64,509.24 "," 21,417.78 "," 12,019.68 ", FALSE ," 1,880,012.84 ", 255.54 , 265.38 ," 1,118.79 ", 90.21 , 284.07 , 259.70 , 211.55 , 99.38 , 256.39 , 172.45 ," 1,566.56 ", 93.75 , 411.26 ," 1,684.33 ", 59.31 , 64.90 , 455.24 , 725.33 , 3.57 , 744.56 ," 1,206.13 ", 179.16 , 172.94 , 103.62 , 160.18 , 76.95 , 585.85 , 190.72 , 87.92 , 558.31 , 180.40 , 152.67 ," 1,350.28 ", 253.10 , 53.10 , 46.23 , 116.82 , 209.25 , 696.63 , 296.56 , 48.21 , 603.07 ," 1,075.52 ", 47.96 , 306.02 , 118.45 , 109.55 , 175.06 , 284.31 , 13.47 
30/09/24,5762.48,5234.1425,FALSE,2024-09,102.42,136.12,80.71,181.3207196,172.33,84.57,250.43,114.97,232.75,172.4,33.86,146.24,156.78,19.77,267.96,117.54,131.45,72.23,81.46,36.15,91.1,256.2,241.1,428.35,206.36,114.01,118.83,391.12,295.42,28.94,198.64,178.17,22.87,89.83,281.37,111.86,230.5,225.25,87.46,118.75,430.14,98.68,72.32,437.66,234.12,288.39,376.8,405.2,76.7737172,886.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 26,172.15 "," 36,124.05 "," 90,297.83 "," 16,357.61 "," 48,954.06 "," 21,962.69 "," 52,979.19 "," 11,426.27 "," 59,674.31 "," 29,730.79 "," 53,043.71 "," 13,710.70 "," 64,477.17 "," 33,299.12 "," 15,894.00 "," 7,628.05 "," 59,841.78 "," 52,390.39 ", 290.76 ," 26,915.68 "," 109,878.61 "," 45,899.67 "," 41,697.00 "," 44,385.94 "," 33,054.83 "," 8,772.51 "," 69,616.18 "," 74,592.93 "," 25,974.57 "," 16,157.63 "," 35,835.11 "," 27,200.65 "," 30,880.90 "," 22,736.40 "," 14,941.72 "," 5,171.68 "," 26,927.26 "," 47,133.31 "," 60,927.15 "," 35,216.79 "," 20,737.01 "," 59,511.03 "," 77,781.96 "," 20,989.68 "," 71,646.19 "," 34,159.57 "," 41,278.80 "," 70,933.90 "," 21,827.76 "," 11,940.75 ", FALSE ," 1,928,977.81 ", 255.54 , 265.38 ," 1,118.79 ", 90.21 , 284.07 , 259.70 , 211.55 , 99.38 , 256.39 , 172.45 ," 1,566.56 ", 93.75 , 411.26 ," 1,684.33 ", 59.31 , 64.90 , 455.24 , 725.33 , 3.57 , 744.56 ," 1,206.13 ", 179.16 , 172.94 , 103.62 , 160.18 , 76.95 , 585.85 , 190.72 , 87.92 , 558.31 , 180.40 , 152.67 ," 1,350.28 ", 253.10 , 53.10 , 46.23 , 116.82 , 209.25 , 696.63 , 296.56 , 48.21 , 603.07 ," 1,075.52 ", 47.96 , 306.02 , 118.45 , 109.55 , 175.06 , 284.31 , 13.47 
31/10/24,5705.45,5354.4077,FALSE,2024-10,103.71,140.83,80.65,164.7051341,180.62,80.04,273.93,110.84,231.53,176.77,31.16,138.11,166.8,20.22,274.72,113.03,121.82,71.44,80.87,38.08,90.4,289.42,233.59,427.03,223.16,113.37,123.73,376.2,283.86,28.3,201.32,179.25,22.45,75.1,281.2,102.19,234.85,221.61,87.11,111.55,413.73,104.28,65.63,455.32,245.94,282.44,361.64,393.75,76.87638438,874.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 26,501.80 "," 37,374.01 "," 90,230.70 "," 14,858.66 "," 51,309.02 "," 20,786.26 "," 57,950.68 "," 11,015.81 "," 59,361.52 "," 30,484.41 "," 48,814.00 "," 12,948.47 "," 68,597.99 "," 34,057.07 "," 16,294.97 "," 7,335.36 "," 55,457.78 "," 51,817.39 ", 288.65 ," 28,352.68 "," 109,034.32 "," 51,851.22 "," 40,398.18 "," 44,249.16 "," 35,745.86 "," 8,723.26 "," 72,486.82 "," 71,747.44 "," 24,958.17 "," 15,800.31 "," 36,318.59 "," 27,365.53 "," 30,313.78 "," 19,008.16 "," 14,932.69 "," 4,724.60 "," 27,435.43 "," 46,371.65 "," 60,683.33 "," 33,081.54 "," 19,945.89 "," 62,888.23 "," 70,586.70 "," 21,836.64 "," 75,263.38 "," 33,454.79 "," 39,618.01 "," 68,929.48 "," 21,856.95 "," 11,774.54 ", FALSE ," 1,925,221.87 ", 255.54 , 265.38 ," 1,118.79 ", 90.21 , 284.07 , 259.70 , 211.55 , 99.38 , 256.39 , 172.45 ," 1,566.56 ", 93.75 , 411.26 ," 1,684.33 ", 59.31 , 64.90 , 455.24 , 725.33 , 3.57 , 744.56 ," 1,206.13 ", 179.16 , 172.94 , 103.62 , 160.18 , 76.95 , 585.85 , 190.72 , 87.92 , 558.31 , 180.40 , 152.67 ," 1,350.28 ", 253.10 , 53.10 , 46.23 , 116.82 , 209.25 , 696.63 , 296.56 , 48.21 , 603.07 ," 1,075.52 ", 47.96 , 306.02 , 118.45 , 109.55 , 175.06 , 284.31 , 13.47 
29/11/24,6032.38,5455.174,FALSE,2024-11,118.96,159.83,81.29,168.6607653,189.11,77.27,288.13,116.65,266.78,177.59,32.26,136.94,197.57,21.63,294.21,125.69,133.98,75.59,79.5,43.95,101.61,258.69,221.9,460.09,246.94,118.77,123.67,406.11,310.46,26.21,225.14,296.2,21.99,74.49,312.24,108.19,253.44,235.35,94.39,110.23,476.19,117,65.15,485.26,266.04,288.73,377.09,429.13,82.88174774,971.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 30,398.75 "," 42,416.30 "," 90,946.73 "," 15,215.51 "," 53,720.78 "," 20,066.89 "," 60,954.73 "," 11,593.24 "," 68,399.20 "," 30,625.82 "," 50,537.21 "," 12,838.78 "," 81,252.42 "," 36,431.97 "," 17,451.02 "," 8,156.96 "," 60,993.54 "," 54,827.49 ", 283.76 ," 32,723.22 "," 122,555.06 "," 46,345.77 "," 38,376.46 "," 47,674.86 "," 39,554.95 "," 9,138.77 "," 72,451.67 "," 77,451.76 "," 27,296.95 "," 14,633.43 "," 40,615.77 "," 45,219.92 "," 29,692.65 "," 18,853.77 "," 16,581.02 "," 5,002.00 "," 29,607.14 "," 49,246.73 "," 65,754.79 "," 32,690.08 "," 22,957.08 "," 70,559.29 "," 70,070.45 "," 23,272.52 "," 81,414.45 "," 34,199.84 "," 41,310.57 "," 75,123.07 "," 23,564.35 "," 13,090.49 ", FALSE ," 2,064,139.98 ", 255.54 , 265.38 ," 1,118.79 ", 90.21 , 284.07 , 259.70 , 211.55 , 99.38 , 256.39 , 172.45 ," 1,566.56 ", 93.75 , 411.26 ," 1,684.33 ", 59.31 , 64.90 , 455.24 , 725.33 , 3.57 , 744.56 ," 1,206.13 ", 179.16 , 172.94 , 103.62 , 160.18 , 76.95 , 585.85 , 190.72 , 87.92 , 558.31 , 180.40 , 152.67 ," 1,350.28 ", 253.10 , 53.10 , 46.23 , 116.82 , 209.25 , 696.63 , 296.56 , 48.21 , 603.07 ," 1,075.52 ", 47.96 , 306.02 , 118.45 , 109.55 , 175.06 , 284.31 , 13.47 
